"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"379","1.367999792098999","1.367999792098999","1.367999792098999","24254","24254","24254","0.8679998517036438","0.8679998517036438","0.8679998517036438","24010","24010","24010","0.929999828338623","0.929999828338623","0.929999828338623","23931","23931","23931","0.9699999094009399","0.9699999094009399","0.9699999094009399","23968","23968","23968","0.7379999160766602","0.7379999160766602","0.7379999160766602","45924","45924","45924","0.7459999322891235","0.7459999322891235","0.7459999322891235","46157","46157","46157","1.3199999332427979","1.3199999332427979","1.3199999332427979","45980","45980","45980","1.0819998979568481","1.0819998979568481","1.0819998979568481","45958","45958","45958"
"380","1.4099998474121094","1.4099998474121094","1.4099998474121094","24258","24258","24258","1.2719998359680176","1.2719998359680176","1.2719998359680176","24014","24014","24014","0.8179998397827148","0.8179998397827148","0.8179998397827148","23935","23935","23935","1.1119999885559082","1.1119999885559082","1.1119999885559082","23972","23972","23972","1.0879998207092285","1.0879998207092285","1.0879998207092285","45928","45928","45928","1.1639999151229858","1.1639999151229858","1.1639999151229858","46161","46161","46161","1.3859999179840088","1.3859999179840088","1.3859999179840088","45984","45984","45984","1.2779998779296875","1.2779998779296875","1.2779998779296875","45962","45962","45962"
"381","1.559999942779541","1.559999942779541","1.559999942779541","24262","24262","24262","2.574000120162964","2.574000120162964","2.574000120162964","24018","24018","24018","1.6799999475479126","1.6799999475479126","1.6799999475479126","23939","23939","23939","1.2919999361038208","1.2919999361038208","1.2919999361038208","23976","23976","23976","1.0899999141693115","1.0899999141693115","1.0899999141693115","45932","45932","45932","2.00600004196167","2.00600004196167","2.00600004196167","46165","46165","46165","1.7159998416900635","1.7159998416900635","1.7159998416900635","45988","45988","45988","1.7219996452331543","1.7219996452331543","1.7219996452331543","45966","45966","45966"
"382","1.8679999113082886","1.8679999113082886","1.8679999113082886","24266","24266","24266","1.8439998626708984","1.8439998626708984","1.8439998626708984","24022","24022","24022","1.8799996376037598","1.8799996376037598","1.8799996376037598","23943","23943","23943","1.8639999628067017","1.8639999628067017","1.8639999628067017","23980","23980","23980","1.934000015258789","1.934000015258789","1.934000015258789","45936","45936","45936","2.1499998569488525","2.1499998569488525","2.1499998569488525","46169","46169","46169","2.197999954223633","2.197999954223633","2.197999954223633","45992","45992","45992","2.9640002250671387","2.9640002250671387","2.9640002250671387","45970","45970","45970"
"383","1.9139999151229858","1.9139999151229858","1.9139999151229858","24270","24270","24270","1.7179996967315674","1.7179996967315674","1.7179996967315674","24026","24026","24026","1.6699997186660767","1.6699997186660767","1.6699997186660767","23947","23947","23947","1.6759998798370361","1.6759998798370361","1.6759998798370361","23984","23984","23984","1.9540002346038818","1.9540002346038818","1.9540002346038818","45940","45940","45940","1.946000099182129","1.946000099182129","1.946000099182129","46173","46173","46173","1.9600000381469727","1.9600000381469727","1.9600000381469727","45996","45996","45996","2.007999897003174","2.007999897003174","2.007999897003174","45974","45974","45974"
"384","1.3859997987747192","1.3859997987747192","1.3859997987747192","24274","24274","24274","2.063999891281128","2.063999891281128","2.063999891281128","24030","24030","24030","2.0220000743865967","2.0220000743865967","2.0220000743865967","23951","23951","23951","2.2819998264312744","2.2819998264312744","2.2819998264312744","23988","23988","23988","1.2779998779296875","1.2779998779296875","1.2779998779296875","45944","45944","45944","2.069999933242798","2.069999933242798","2.069999933242798","46177","46177","46177","1.9399998188018799","1.9399998188018799","1.9399998188018799","46000","46000","46000","1.6759998798370361","1.6759998798370361","1.6759998798370361","45978","45978","45978"
"385","1.9839999675750732","1.9839999675750732","1.9839999675750732","24278","24278","24278","1.9739999771118164","1.9739999771118164","1.9739999771118164","24034","24034","24034","1.9299999475479126","1.9299999475479126","1.9299999475479126","23955","23955","23955","1.96999990940094","1.96999990940094","1.96999990940094","23992","23992","23992","2.317999839782715","2.317999839782715","2.317999839782715","45948","45948","45948","2.000000238418579","2.000000238418579","2.000000238418579","46181","46181","46181","2.0180001258850098","2.0180001258850098","2.0180001258850098","46004","46004","46004","2.0540003776550293","2.0540003776550293","2.0540003776550293","45982","45982","45982"
"386","1.9620001316070557","1.9620001316070557","1.9620001316070557","24282","24282","24282","1.9979997873306274","1.9979997873306274","1.9979997873306274","24038","24038","24038","2.047999858856201","2.047999858856201","2.047999858856201","23959","23959","23959","2.0399999618530273","2.0399999618530273","2.0399999618530273","23996","23996","23996","2.0159997940063477","2.0159997940063477","2.0159997940063477","45952","45952","45952","1.9880000352859497","1.9880000352859497","1.9880000352859497","46185","46185","46185","2.0260000228881836","2.0260000228881836","2.0260000228881836","46008","46008","46008","1.9819998741149902","1.9819998741149902","1.9819998741149902","45986","45986","45986"
"387","0.7819998860359192","0.7819998860359192","0.7819998860359192","24803","24803","24803","1.0999999046325684","1.0999999046325684","1.0999999046325684","24558","24558","24558","1.0979998111724854","1.0979998111724854","1.0979998111724854","24480","24480","24480","0.7139999270439148","0.7139999270439148","0.7139999270439148","24517","24517","24517","1.0039998292922974","1.0039998292922974","1.0039998292922974","46988","46988","46988","0.7099998593330383","0.7099998593330383","0.7099998593330383","47221","47221","47221","0.679999828338623","0.679999828338623","0.679999828338623","47049","47049","47049","0.38799989223480225","0.38799989223480225","0.38799989223480225","47033","47033","47033"
"388","1.2899997234344482","1.2899997234344482","1.2899997234344482","24807","24807","24807","1.1359999179840088","1.1359999179840088","1.1359999179840088","24562","24562","24562","0.8059998154640198","0.8059998154640198","0.8059998154640198","24484","24484","24484","1.181999921798706","1.181999921798706","1.181999921798706","24521","24521","24521","1.0819997787475586","1.0819997787475586","1.0819997787475586","46992","46992","46992","1.2679998874664307","1.2679998874664307","1.2679998874664307","47225","47225","47225","1.2219998836517334","1.2219998836517334","1.2219998836517334","47053","47053","47053","1.157999873161316","1.157999873161316","1.157999873161316","47037","47037","47037"
"389","1.4219999313354492","1.4219999313354492","1.4219999313354492","24811","24811","24811","1.2839999198913574","1.2839999198913574","1.2839999198913574","24566","24566","24566","0.8139998912811279","0.8139998912811279","0.8139998912811279","24488","24488","24488","0.9799998998641968","0.9799998998641968","0.9799998998641968","24525","24525","24525","1.563999891281128","1.563999891281128","1.563999891281128","46996","46996","46996","1.2339999675750732","1.2339999675750732","1.2339999675750732","47229","47229","47229","0.9459999203681946","0.9459999203681946","0.9459999203681946","47057","47057","47057","1.241999864578247","1.241999864578247","1.241999864578247","47041","47041","47041"
"390","1.5459997653961182","1.5459997653961182","1.5459997653961182","24815","24815","24815","1.717999815940857","1.717999815940857","1.717999815940857","24570","24570","24570","1.9739999771118164","1.9739999771118164","1.9739999771118164","24492","24492","24492","1.1719999313354492","1.1719999313354492","1.1719999313354492","24529","24529","24529","1.0579999685287476","1.0579999685287476","1.0579999685287476","47000","47000","47000","1.906000018119812","1.906000018119812","1.906000018119812","47233","47233","47233","1.9779999256134033","1.9779999256134033","1.9779999256134033","47061","47061","47061","1.773999810218811","1.773999810218811","1.773999810218811","47045","47045","47045"
"391","1.906000018119812","1.906000018119812","1.906000018119812","24819","24819","24819","1.7859998941421509","1.7859998941421509","1.7859998941421509","24574","24574","24574","1.8480000495910645","1.8480000495910645","1.8480000495910645","24496","24496","24496","1.7819998264312744","1.7819998264312744","1.7819998264312744","24533","24533","24533","1.9679999351501465","1.9679999351501465","1.9679999351501465","47004","47004","47004","1.9579999446868896","1.9579999446868896","1.9579999446868896","47237","47237","47237","2.1059999465942383","2.1059999465942383","2.1059999465942383","47065","47065","47065","2.118000030517578","2.118000030517578","2.118000030517578","47049","47049","47049"
"392","1.9439997673034668","1.9439997673034668","1.9439997673034668","24823","24823","24823","1.6399998664855957","1.6399998664855957","1.6399998664855957","24578","24578","24578","1.7259997129440308","1.7259997129440308","1.7259997129440308","24500","24500","24500","1.6319997310638428","1.6319997310638428","1.6319997310638428","24537","24537","24537","1.931999921798706","1.931999921798706","1.931999921798706","47008","47008","47008","1.9560000896453857","1.9560000896453857","1.9560000896453857","47241","47241","47241","1.959999918937683","1.959999918937683","1.959999918937683","47069","47069","47069","1.96999990940094","1.96999990940094","1.96999990940094","47053","47053","47053"
"393","1.6319997310638428","1.6319997310638428","1.6319997310638428","24827","24827","24827","1.8399999141693115","1.8399999141693115","1.8399999141693115","24582","24582","24582","1.7999999523162842","1.7999999523162842","1.7999999523162842","24504","24504","24504","1.8399999141693115","1.8399999141693115","1.8399999141693115","24541","24541","24541","1.2899998426437378","1.2899998426437378","1.2899998426437378","47012","47012","47012","2.069999933242798","2.069999933242798","2.069999933242798","47245","47245","47245","2.2360000610351562","2.2360000610351562","2.2360000610351562","47073","47073","47073","1.4119998216629028","1.4119998216629028","1.4119998216629028","47057","47057","47057"
"394","2.0460000038146973","2.0460000038146973","2.0460000038146973","24831","24831","24831","2.0179998874664307","2.0179998874664307","2.0179998874664307","24586","24586","24586","1.929999828338623","1.929999828338623","1.929999828338623","24508","24508","24508","2.0380001068115234","2.0380001068115234","2.0380001068115234","24545","24545","24545","1.9739999771118164","1.9739999771118164","1.9739999771118164","47016","47016","47016","1.996000051498413","1.996000051498413","1.996000051498413","47249","47249","47249","1.99399995803833","1.99399995803833","1.99399995803833","47077","47077","47077","2.01200008392334","2.01200008392334","2.01200008392334","47061","47061","47061"
"395","2.052000045776367","2.052000045776367","2.052000045776367","24835","24835","24835","1.9479999542236328","1.9479999542236328","1.9479999542236328","24590","24590","24590","2.074000120162964","2.074000120162964","2.074000120162964","24512","24512","24512","1.9860000610351562","1.9860000610351562","1.9860000610351562","24549","24549","24549","1.9860000610351562","1.9860000610351562","1.9860000610351562","47020","47020","47020","1.9999998807907104","1.9999998807907104","1.9999998807907104","47253","47253","47253","2.001999855041504","2.001999855041504","2.001999855041504","47081","47081","47081","2.047999858856201","2.047999858856201","2.047999858856201","47065","47065","47065"
"396","0.7599998712539673","0.7599998712539673","0.7599998712539673","25355","25355","25355","1.1339999437332153","1.1339999437332153","1.1339999437332153","25111","25111","25111","1.057999849319458","1.057999849319458","1.057999849319458","25032","25032","25032","0.9979998469352722","0.9979998469352722","0.9979998469352722","25069","25069","25069","0.9839998483657837","0.9839998483657837","0.9839998483657837","48061","48061","48061","0.8219998478889465","0.8219998478889465","0.8219998478889465","48289","48289","48289","1.0359998941421509","1.0359998941421509","1.0359998941421509","48117","48117","48117","0.6379998922348022","0.6379998922348022","0.6379998922348022","48101","48101","48101"
"397","1.253999948501587","1.253999948501587","1.253999948501587","25359","25359","25359","1.2859998941421509","1.2859998941421509","1.2859998941421509","25115","25115","25115","0.7779998183250427","0.7779998183250427","0.7779998183250427","25036","25036","25036","1.0159999132156372","1.0159999132156372","1.0159999132156372","25073","25073","25073","1.3239998817443848","1.3239998817443848","1.3239998817443848","48065","48065","48065","1.2939997911453247","1.2939997911453247","1.2939997911453247","48293","48293","48293","1.2919998168945312","1.2919998168945312","1.2919998168945312","48121","48121","48121","1.0899999141693115","1.0899999141693115","1.0899999141693115","48105","48105","48105"
"398","1.273999810218811","1.273999810218811","1.273999810218811","25363","25363","25363","0.9919998645782471","0.9919998645782471","0.9919998645782471","25119","25119","25119","0.779999852180481","0.779999852180481","0.779999852180481","25040","25040","25040","0.9759998917579651","0.9759998917579651","0.9759998917579651","25077","25077","25077","1.3839998245239258","1.3839998245239258","1.3839998245239258","48069","48069","48069","0.7199999094009399","0.7199999094009399","0.7199999094009399","48297","48297","48297","1.363999843597412","1.363999843597412","1.363999843597412","48125","48125","48125","-71.43611907958984","-71.43611907958984","-71.43611907958984","48109","48109","48109"
"399","1.3819999694824219","1.3819999694824219","1.3819999694824219","25367","25367","25367","1.68399977684021","1.68399977684021","1.68399977684021","25123","25123","25123","1.5460000038146973","1.5460000038146973","1.5460000038146973","25044","25044","25044","1.335999846458435","1.335999846458435","1.335999846458435","25081","25081","25081","1.2259998321533203","1.2259998321533203","1.2259998321533203","48073","48073","48073","2.0880002975463867","2.0880002975463867","2.0880002975463867","48301","48301","48301","1.9779999256134033","1.9779999256134033","1.9779999256134033","48129","48129","48129","1.563999891281128","1.563999891281128","1.563999891281128","48113","48113","48113"
"400","1.895999789237976","1.895999789237976","1.895999789237976","25371","25371","25371","1.8919999599456787","1.8919999599456787","1.8919999599456787","25127","25127","25127","1.8519997596740723","1.8519997596740723","1.8519997596740723","25048","25048","25048","1.805999755859375","1.805999755859375","1.805999755859375","25085","25085","25085","1.897999882698059","1.897999882698059","1.897999882698059","48077","48077","48077","1.847999930381775","1.847999930381775","1.847999930381775","48305","48305","48305","1.9200001955032349","1.9200001955032349","1.9200001955032349","48133","48133","48133","2.0920000076293945","2.0920000076293945","2.0920000076293945","48117","48117","48117"
