"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX"
"158","797","797","797","0.06918343156576157","0.06918343156576157","0.06918343156576157","956","956","956","0.0826382264494896","0.0826382264494896","0.0826382264494896","956","956","956","0.07027915120124817","0.07027915120124817","0.07027915120124817","956","956","956","0.0808333158493042","0.0808333158493042","0.0808333158493042","956","956","956","0.08531942218542099","0.08531942218542099","0.08531942218542099","797","797","797","0.09441709518432617","0.09441709518432617","0.09441709518432617","956","956","956","0.06961620599031448","0.06961620599031448","0.06961620599031448","956","956","956","0.08713776618242264","0.08713776618242264","0.08713776618242264"
"159","802","802","802","0.07421606034040451","0.07421606034040451","0.07421606034040451","962","962","962","0.08268840610980988","0.08268840610980988","0.08268840610980988","962","962","962","0.09156735986471176","0.09156735986471176","0.09156735986471176","962","962","962","0.07279011607170105","0.07279011607170105","0.07279011607170105","962","962","962","0.0930040180683136","0.0930040180683136","0.0930040180683136","802","802","802","0.08996079117059708","0.08996079117059708","0.08996079117059708","962","962","962","0.0827133059501648","0.0827133059501648","0.0827133059501648","962","962","962","0.0812138244509697","0.0812138244509697","0.0812138244509697"
"160","807","807","807","0.05293334275484085","0.05293334275484085","0.05293334275484085","968","968","968","0.06068548187613487","0.06068548187613487","0.06068548187613487","968","968","968","0.07654497027397156","0.07654497027397156","0.07654497027397156","968","968","968","0.058163948357105255","0.058163948357105255","0.058163948357105255","968","968","968","0.07528972625732422","0.07528972625732422","0.07528972625732422","807","807","807","0.0817335844039917","0.0817335844039917","0.0817335844039917","968","968","968","0.07251555472612381","0.07251555472612381","0.07251555472612381","968","968","968","0.0625479519367218","0.0625479519367218","0.0625479519367218"
"161","812","812","812","0.06192955747246742","0.06192955747246742","0.06192955747246742","974","974","974","0.08257325738668442","0.08257325738668442","0.08257325738668442","974","974","974","0.07380231469869614","0.07380231469869614","0.07380231469869614","974","974","974","0.08589254319667816","0.08589254319667816","0.08589254319667816","974","974","974","0.10432035475969315","0.10432035475969315","0.10432035475969315","812","812","812","0.06206855550408363","0.06206855550408363","0.06206855550408363","974","974","974","0.09215980023145676","0.09215980023145676","0.09215980023145676","974","974","974","0.09708812832832336","0.09708812832832336","0.09708812832832336"
"162","817","817","817","0.05121608451008797","0.05121608451008797","0.05121608451008797","980","980","980","0.07272008806467056","0.07272008806467056","0.07272008806467056","980","980","980","0.08232938498258591","0.08232938498258591","0.08232938498258591","980","980","980","0.0930374339222908","0.0930374339222908","0.0930374339222908","980","980","980","0.08911161124706268","0.08911161124706268","0.08911161124706268","817","817","817","0.08358403295278549","0.08358403295278549","0.08358403295278549","980","980","980","0.06851614266633987","0.06851614266633987","0.06851614266633987","980","980","980","0.061815764755010605","0.061815764755010605","0.061815764755010605"
"163","822","822","822","0.07525655627250671","0.07525655627250671","0.07525655627250671","986","986","986","0.06582120060920715","0.06582120060920715","0.06582120060920715","986","986","986","0.08575504273176193","0.08575504273176193","0.08575504273176193","986","986","986","0.08887980878353119","0.08887980878353119","0.08887980878353119","986","986","986","0.07660789787769318","0.07660789787769318","0.07660789787769318","822","822","822","0.08757487684488297","0.08757487684488297","0.08757487684488297","986","986","986","0.07341452687978745","0.07341452687978745","0.07341452687978745","986","986","986","0.07680999487638474","0.07680999487638474","0.07680999487638474"
"164","827","827","827","0.0840643122792244","0.0840643122792244","0.0840643122792244","992","992","992","0.08698569983243942","0.08698569983243942","0.08698569983243942","992","992","992","0.08200707286596298","0.08200707286596298","0.08200707286596298","992","992","992","0.0923844501376152","0.0923844501376152","0.0923844501376152","992","992","992","0.07951067388057709","0.07951067388057709","0.07951067388057709","827","827","827","0.08955167233943939","0.08955167233943939","0.08955167233943939","992","992","992","0.09081701934337616","0.09081701934337616","0.09081701934337616","992","992","992","0.07819579541683197","0.07819579541683197","0.07819579541683197"
"165","832","832","832","0.08877257257699966","0.08877257257699966","0.08877257257699966","998","998","998","0.07367461174726486","0.07367461174726486","0.07367461174726486","998","998","998","0.05914226546883583","0.05914226546883583","0.05914226546883583","998","998","998","0.07760157436132431","0.07760157436132431","0.07760157436132431","998","998","998","0.09308303892612457","0.09308303892612457","0.09308303892612457","832","832","832","0.06743733584880829","0.06743733584880829","0.06743733584880829","998","998","998","0.06079287454485893","0.06079287454485893","0.06079287454485893","998","998","998","0.060252655297517776","0.060252655297517776","0.060252655297517776"
"166","837","837","837","0.091548390686512","0.091548390686512","0.091548390686512","1004","1004","1004","0.09049127250909805","0.09049127250909805","0.09049127250909805","1004","1004","1004","0.08218053728342056","0.08218053728342056","0.08218053728342056","1004","1004","1004","0.0851525068283081","0.0851525068283081","0.0851525068283081","1004","1004","1004","0.07342472672462463","0.07342472672462463","0.07342472672462463","837","837","837","0.08029964566230774","0.08029964566230774","0.08029964566230774","1004","1004","1004","0.07737202942371368","0.07737202942371368","0.07737202942371368","1004","1004","1004","0.07563178986310959","0.07563178986310959","0.07563178986310959"
"167","842","842","842","0.06868641823530197","0.06868641823530197","0.06868641823530197","1010","1010","1010","0.07402353733778","0.07402353733778","0.07402353733778","1010","1010","1010","0.09490928798913956","0.09490928798913956","0.09490928798913956","1010","1010","1010","0.08870730549097061","0.08870730549097061","0.08870730549097061","1010","1010","1010","0.08130169659852982","0.08130169659852982","0.08130169659852982","842","842","842","0.09169343113899231","0.09169343113899231","0.09169343113899231","1010","1010","1010","0.05785034969449043","0.05785034969449043","0.05785034969449043","1010","1010","1010","0.09694144129753113","0.09694144129753113","0.09694144129753113"
"168","847","847","847","0.057146746665239334","0.057146746665239334","0.057146746665239334","1016","1016","1016","0.08023449778556824","0.08023449778556824","0.08023449778556824","1016","1016","1016","0.06875419616699219","0.06875419616699219","0.06875419616699219","1016","1016","1016","0.07461164891719818","0.07461164891719818","0.07461164891719818","1016","1016","1016","0.08015676587820053","0.08015676587820053","0.08015676587820053","847","847","847","0.09708531945943832","0.09708531945943832","0.09708531945943832","1016","1016","1016","0.08261007070541382","0.08261007070541382","0.08261007070541382","1016","1016","1016","0.07012129575014114","0.07012129575014114","0.07012129575014114"
"169","852","852","852","0.06560972332954407","0.06560972332954407","0.06560972332954407","1022","1022","1022","0.0855889841914177","0.0855889841914177","0.0855889841914177","1022","1022","1022","0.10292945802211761","0.10292945802211761","0.10292945802211761","1022","1022","1022","0.09628299623727798","0.09628299623727798","0.09628299623727798","1022","1022","1022","0.08184298127889633","0.08184298127889633","0.08184298127889633","852","852","852","0.07955850660800934","0.07955850660800934","0.07955850660800934","1022","1022","1022","0.09896109998226166","0.09896109998226166","0.09896109998226166","1022","1022","1022","0.060718879103660583","0.060718879103660583","0.060718879103660583"
"170","857","857","857","0.07728514820337296","0.07728514820337296","0.07728514820337296","1028","1028","1028","0.08172233402729034","0.08172233402729034","0.08172233402729034","1028","1028","1028","0.06546812504529953","0.06546812504529953","0.06546812504529953","1028","1028","1028","0.08518823236227036","0.08518823236227036","0.08518823236227036","1028","1028","1028","0.0859028622508049","0.0859028622508049","0.0859028622508049","857","857","857","0.07153645157814026","0.07153645157814026","0.07153645157814026","1028","1028","1028","0.08801797032356262","0.08801797032356262","0.08801797032356262","1028","1028","1028","0.09084160625934601","0.09084160625934601","0.09084160625934601"
"171","862","862","862","0.1023653894662857","0.1023653894662857","0.1023653894662857","1034","1034","1034","0.07243812829256058","0.07243812829256058","0.07243812829256058","1034","1034","1034","0.10411668568849564","0.10411668568849564","0.10411668568849564","1034","1034","1034","0.08538226783275604","0.08538226783275604","0.08538226783275604","1034","1034","1034","0.07547914236783981","0.07547914236783981","0.07547914236783981","862","862","862","0.06795062869787216","0.06795062869787216","0.06795062869787216","1034","1034","1034","0.07749520242214203","0.07749520242214203","0.07749520242214203","1034","1034","1034","0.08007735013961792","0.08007735013961792","0.08007735013961792"
"172","867","867","867","0.08761710673570633","0.08761710673570633","0.08761710673570633","1040","1040","1040","0.07185206562280655","0.07185206562280655","0.07185206562280655","1040","1040","1040","0.0869879424571991","0.0869879424571991","0.0869879424571991","1040","1040","1040","0.09106823056936264","0.09106823056936264","0.09106823056936264","1040","1040","1040","0.0868295431137085","0.0868295431137085","0.0868295431137085","867","867","867","0.08313524723052979","0.08313524723052979","0.08313524723052979","1040","1040","1040","0.0887623205780983","0.0887623205780983","0.0887623205780983","1040","1040","1040","0.08587179332971573","0.08587179332971573","0.08587179332971573"
"173","872","872","872","0.06618260592222214","0.06618260592222214","0.06618260592222214","1046","1046","1046","0.09098516404628754","0.09098516404628754","0.09098516404628754","1046","1046","1046","0.0874829962849617","0.0874829962849617","0.0874829962849617","1046","1046","1046","0.07845645397901535","0.07845645397901535","0.07845645397901535","1046","1046","1046","0.10146503895521164","0.10146503895521164","0.10146503895521164","872","872","872","0.06991329789161682","0.06991329789161682","0.06991329789161682","1046","1046","1046","0.07111073285341263","0.07111073285341263","0.07111073285341263","1046","1046","1046","0.08715089410543442","0.08715089410543442","0.08715089410543442"
"174","877","877","877","0.09578023850917816","0.09578023850917816","0.09578023850917816","1052","1052","1052","0.08399020880460739","0.08399020880460739","0.08399020880460739","1052","1052","1052","0.06991191953420639","0.06991191953420639","0.06991191953420639","1052","1052","1052","0.0917493999004364","0.0917493999004364","0.0917493999004364","1052","1052","1052","0.06949319690465927","0.06949319690465927","0.06949319690465927","877","877","877","0.08215733617544174","0.08215733617544174","0.08215733617544174","1052","1052","1052","0.06982608884572983","0.06982608884572983","0.06982608884572983","1052","1052","1052","0.07869328558444977","0.07869328558444977","0.07869328558444977"
"175","882","882","882","0.07952158153057098","0.07952158153057098","0.07952158153057098","1058","1058","1058","0.08459988236427307","0.08459988236427307","0.08459988236427307","1058","1058","1058","0.08583462238311768","0.08583462238311768","0.08583462238311768","1058","1058","1058","0.08473137766122818","0.08473137766122818","0.08473137766122818","1058","1058","1058","0.08963140100240707","0.08963140100240707","0.08963140100240707","882","882","882","0.06851216405630112","0.06851216405630112","0.06851216405630112","1058","1058","1058","0.06420765072107315","0.06420765072107315","0.06420765072107315","1058","1058","1058","0.0731583833694458","0.0731583833694458","0.0731583833694458"
"176","887","887","887","0.07903008162975311","0.07903008162975311","0.07903008162975311","1064","1064","1064","0.057542648166418076","0.057542648166418076","0.057542648166418076","1064","1064","1064","0.07340942323207855","0.07340942323207855","0.07340942323207855","1064","1064","1064","0.09110251814126968","0.09110251814126968","0.09110251814126968","1064","1064","1064","0.07278357446193695","0.07278357446193695","0.07278357446193695","887","887","887","0.09642301499843597","0.09642301499843597","0.09642301499843597","1064","1064","1064","0.089507557451725","0.089507557451725","0.089507557451725","1064","1064","1064","0.07891782373189926","0.07891782373189926","0.07891782373189926"
"177","892","892","892","0.0637250542640686","0.0637250542640686","0.0637250542640686","1070","1070","1070","0.06645084917545319","0.06645084917545319","0.06645084917545319","1070","1070","1070","0.07724771648645401","0.07724771648645401","0.07724771648645401","1070","1070","1070","0.07117369771003723","0.07117369771003723","0.07117369771003723","1070","1070","1070","0.06849242746829987","0.06849242746829987","0.06849242746829987","892","892","892","0.06864187866449356","0.06864187866449356","0.06864187866449356","1070","1070","1070","0.059756629168987274","0.059756629168987274","0.059756629168987274","1070","1070","1070","0.0686846598982811","0.0686846598982811","0.0686846598982811"
"178","897","897","897","0.0840681791305542","0.0840681791305542","0.0840681791305542","1076","1076","1076","0.07912904769182205","0.07912904769182205","0.07912904769182205","1076","1076","1076","0.070511594414711","0.070511594414711","0.070511594414711","1076","1076","1076","0.09087071567773819","0.09087071567773819","0.09087071567773819","1076","1076","1076","0.054810211062431335","0.054810211062431335","0.054810211062431335","897","897","897","0.07996048778295517","0.07996048778295517","0.07996048778295517","1076","1076","1076","0.06950812041759491","0.06950812041759491","0.06950812041759491","1076","1076","1076","0.06454546749591827","0.06454546749591827","0.06454546749591827"
"179","902","902","902","0.07054202258586884","0.07054202258586884","0.07054202258586884","1082","1082","1082","0.08475692570209503","0.08475692570209503","0.08475692570209503","1082","1082","1082","0.07376139611005783","0.07376139611005783","0.07376139611005783","1082","1082","1082","0.08809690922498703","0.08809690922498703","0.08809690922498703","1082","1082","1082","0.08265957981348038","0.08265957981348038","0.08265957981348038","902","902","902","0.07280847430229187","0.07280847430229187","0.07280847430229187","1082","1082","1082","0.07920591533184052","0.07920591533184052","0.07920591533184052","1082","1082","1082","0.06151510402560234","0.06151510402560234","0.06151510402560234"
