"Train/step","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MIN","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"244469","","","","","","","1.1716670989990234","1.1716670989990234","1.1716670989990234","15359","15359","15359","","","","","","","","","","","","","","","","","",""
"244548","","","","","","","","","","","","","","","","","","","","","","","","","0.8053271174430847","0.8053271174430847","0.8053271174430847","16961","16961","16961"
"244591","","","","","","","","","","","","","","","","","","","1.3446422815322876","1.3446422815322876","1.3446422815322876","17983","17983","17983","","","","","",""
"244743","","","","","","","","","","","","","-2.46891188621521","-2.46891188621521","-2.46891188621521","14246","14246","14246","","","","","","","","","","","",""
"244779","","","","","","","1.2224390506744385","1.2224390506744385","1.2224390506744385","15384","15384","15384","","","","","","","","","","","","","","","","","",""
"244878","","","","","","","","","","","","","","","","","","","","","","","","","0.8451377153396606","0.8451377153396606","0.8451377153396606","16987","16987","16987"
"244901","","","","","","","","","","","","","","","","","","","1.4020516872406006","1.4020516872406006","1.4020516872406006","18009","18009","18009","","","","","",""
"245093","","","","","","","","","","","","","-2.0579283237457275","-2.0579283237457275","-2.0579283237457275","14272","14272","14272","","","","","","","","","","","",""
"245099","","","","","","","1.2703180313110352","1.2703180313110352","1.2703180313110352","15410","15410","15410","","","","","","","","","","","","","","","","","",""
"245112","-25.09943962097168","-25.09943962097168","-25.09943962097168","5939","5939","5939","","","","","","","","","","","","","","","","","","","","","","","",""
"245188","","","","","","","","","","","","","","","","","","","","","","","","","0.9591572284698486","0.9591572284698486","0.9591572284698486","17012","17012","17012"
"245211","","","","","","","","","","","","","","","","","","","1.4795528650283813","1.4795528650283813","1.4795528650283813","18035","18035","18035","","","","","",""
"245409","","","","","","","1.244691014289856","1.244691014289856","1.244691014289856","15436","15436","15436","","","","","","","","","","","","","","","","","",""
"245413","","","","","","","","","","","","","-1.8317246437072754","-1.8317246437072754","-1.8317246437072754","14298","14298","14298","","","","","","","","","","","",""
"245498","","","","","","","","","","","","","","","","","","","","","","","","","1.0249063968658447","1.0249063968658447","1.0249063968658447","17038","17038","17038"
"245521","","","","","","","","","","","","","","","","","","","1.3434253931045532","1.3434253931045532","1.3434253931045532","18060","18060","18060","","","","","",""
"245729","","","","","","","1.2787476778030396","1.2787476778030396","1.2787476778030396","15462","15462","15462","","","","","","","","","","","","","","","","","",""
"245733","","","","","","","","","","","","","-1.5859826803207397","-1.5859826803207397","-1.5859826803207397","14324","14324","14324","","","","","","","","","","","",""
"245808","","","","","","","","","","","","","","","","","","","","","","","","","1.1358704566955566","1.1358704566955566","1.1358704566955566","17064","17064","17064"
"245841","","","","","","","","","","","","","","","","","","","1.2910528182983398","1.2910528182983398","1.2910528182983398","18086","18086","18086","","","","","",""
"246039","","","","","","","1.3735820055007935","1.3735820055007935","1.3735820055007935","15488","15488","15488","","","","","","","","","","","","","","","","","",""
"246043","","","","","","","","","","","","","-1.3631196022033691","-1.3631196022033691","-1.3631196022033691","14350","14350","14350","","","","","","","","","","","",""
"246118","","","","","","","","","","","","","","","","","","","","","","","","","1.0563524961471558","1.0563524961471558","1.0563524961471558","17127","17127","17127"
"246151","","","","","","","","","","","","","","","","","","","1.1708883047103882","1.1708883047103882","1.1708883047103882","18149","18149","18149","","","","","",""
"246349","","","","","","","1.2624694108963013","1.2624694108963013","1.2624694108963013","15513","15513","15513","","","","","","","","","","","","","","","","","",""
"246383","","","","","","","","","","","","","-1.15119469165802","-1.15119469165802","-1.15119469165802","14375","14375","14375","","","","","","","","","","","",""
"246422","-23.514747619628906","-23.514747619628906","-23.514747619628906","6005","6005","6005","","","","","","","","","","","","","","","","","","","","","","","",""
"246428","","","","","","","","","","","","","","","","","","","","","","","","","1.0086950063705444","1.0086950063705444","1.0086950063705444","17153","17153","17153"
"246461","","","","","","","","","","","","","","","","","","","1.0927726030349731","1.0927726030349731","1.0927726030349731","18175","18175","18175","","","","","",""
"246659","","","","","","","1.2065374851226807","1.2065374851226807","1.2065374851226807","15539","15539","15539","","","","","","","","","","","","","","","","","",""
"246693","","","","","","","","","","","","","-0.8827224373817444","-0.8827224373817444","-0.8827224373817444","14401","14401","14401","","","","","","","","","","","",""
"246738","","","","","","","","","","","","","","","","","","","","","","","","","1.0092291831970215","1.0092291831970215","1.0092291831970215","17178","17178","17178"
"246771","","","","","","","","","","","","","","","","","","","1.1431796550750732","1.1431796550750732","1.1431796550750732","18200","18200","18200","","","","","",""
"246969","","","","","","","1.174862027168274","1.174862027168274","1.174862027168274","15565","15565","15565","","","","","","","","","","","","","","","","","",""
"247013","","","","","","","","","","","","","-0.6546849012374878","-0.6546849012374878","-0.6546849012374878","14427","14427","14427","","","","","","","","","","","",""
"247048","","","","","","","","","","","","","","","","","","","","","","","","","1.0490506887435913","1.0490506887435913","1.0490506887435913","17204","17204","17204"
"247081","","","","","","","","","","","","","","","","","","","1.196415901184082","1.196415901184082","1.196415901184082","18226","18226","18226","","","","","",""
"247279","","","","","","","1.1920166015625","1.1920166015625","1.1920166015625","15591","15591","15591","","","","","","","","","","","","","","","","","",""
"247358","","","","","","","","","","","","","","","","","","","","","","","","","1.0921884775161743","1.0921884775161743","1.0921884775161743","17230","17230","17230"
"247391","","","","","","","","","","","","","","","","","","","1.154992938041687","1.154992938041687","1.154992938041687","18252","18252","18252","","","","","",""
"247413","","","","","","","","","","","","","-0.5245400667190552","-0.5245400667190552","-0.5245400667190552","14453","14453","14453","","","","","","","","","","","",""
"247589","","","","","","","1.2624119520187378","1.2624119520187378","1.2624119520187378","15616","15616","15616","","","","","","","","","","","","","","","","","",""
"247668","","","","","","","","","","","","","","","","","","","","","","","","","1.1349056959152222","1.1349056959152222","1.1349056959152222","17256","17256","17256"
"247701","","","","","","","","","","","","","","","","","","","1.2106050252914429","1.2106050252914429","1.2106050252914429","18278","18278","18278","","","","","",""
"247723","","","","","","","","","","","","","-0.30907246470451355","-0.30907246470451355","-0.30907246470451355","14479","14479","14479","","","","","","","","","","","",""
"247899","","","","","","","1.3058587312698364","1.3058587312698364","1.3058587312698364","15642","15642","15642","","","","","","","","","","","","","","","","","",""
"247978","","","","","","","","","","","","","","","","","","","","","","","","","1.156813383102417","1.156813383102417","1.156813383102417","17281","17281","17281"
"248011","","","","","","","","","","","","","","","","","","","1.3158499002456665","1.3158499002456665","1.3158499002456665","18304","18304","18304","","","","","",""
"248043","","","","","","","","","","","","","-0.07033620774745941","-0.07033620774745941","-0.07033620774745941","14505","14505","14505","","","","","","","","","","","",""
"248209","","","","","","","1.3756566047668457","1.3756566047668457","1.3756566047668457","15668","15668","15668","","","","","","","","","","","","","","","","","",""
"248288","","","","","","","","","","","","","","","","","","","","","","","","","1.2754849195480347","1.2754849195480347","1.2754849195480347","17307","17307","17307"
"248321","","","","","","","","","","","","","","","","","","","1.231308102607727","1.231308102607727","1.231308102607727","18329","18329","18329","","","","","",""
"248342","-22.806915283203125","-22.806915283203125","-22.806915283203125","6034","6034","6034","","","","","","","","","","","","","","","","","","","","","","","",""
"248423","","","","","","","","","","","","","-0.09634032100439072","-0.09634032100439072","-0.09634032100439072","14531","14531","14531","","","","","","","","","","","",""
"248529","","","","","","","1.3942512273788452","1.3942512273788452","1.3942512273788452","15694","15694","15694","","","","","","","","","","","","","","","","","",""
"248598","","","","","","","","","","","","","","","","","","","","","","","","","1.3756779432296753","1.3756779432296753","1.3756779432296753","17333","17333","17333"
"248631","","","","","","","","","","","","","","","","","","","1.1699533462524414","1.1699533462524414","1.1699533462524414","18355","18355","18355","","","","","",""
"248733","","","","","","","","","","","","","-0.01132101472467184","-0.01132101472467184","-0.01132101472467184","14556","14556","14556","","","","","","","","","","","",""
"248849","","","","","","","1.464815378189087","1.464815378189087","1.464815378189087","15720","15720","15720","","","","","","","","","","","","","","","","","",""
"248908","","","","","","","","","","","","","","","","","","","","","","","","","1.30281400680542","1.30281400680542","1.30281400680542","17359","17359","17359"
"248941","","","","","","","","","","","","","","","","","","","1.0780118703842163","1.0780118703842163","1.0780118703842163","18381","18381","18381","","","","","",""
"249053","","","","","","","","","","","","","0.06297700107097626","0.06297700107097626","0.06297700107097626","14582","14582","14582","","","","","","","","","","","",""
"249137","-23.45499610900879","-23.45499610900879","-23.45499610900879","6043","6043","6043","","","","","","","","","","","","","","","","","","","","","","","",""
"249159","","","","","","","1.3567837476730347","1.3567837476730347","1.3567837476730347","15745","15745","15745","","","","","","","","","","","","","","","","","",""
"249218","","","","","","","","","","","","","","","","","","","","","","","","","1.2673166990280151","1.2673166990280151","1.2673166990280151","17385","17385","17385"
"249251","","","","","","","","","","","","","","","","","","","1.0765663385391235","1.0765663385391235","1.0765663385391235","18407","18407","18407","","","","","",""
"249383","","","","","","","","","","","","","0.16797563433647156","0.16797563433647156","0.16797563433647156","14608","14608","14608","","","","","","","","","","","",""
"249469","","","","","","","1.3172705173492432","1.3172705173492432","1.3172705173492432","15771","15771","15771","","","","","","","","","","","","","","","","","",""
"249528","","","","","","","","","","","","","","","","","","","","","","","","","1.2453534603118896","1.2453534603118896","1.2453534603118896","17410","17410","17410"
